"รหัสสถานี","เขต","สถานี","วัน-เวลา","ฝน 5 นาที","ฝน 15 นาที","ฝน 30 นาที","ฝน 1 ชม.","ฝน 3 ชม.","ฝน 6 ชม.","ฝน 12 ชม.","ฝน 24 ชม.","ดูข้อมูล"
"RF.TKU.02","ทุ่งครุ","ปตร.คลองรางจาก-ถ.ประชาอุทิศ","01/07/2565 18:55","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","ดูข้อมูล"
"RF.TKU.02","ทุ่งครุ","ปตร.คลองรางจาก-ถ.ประชาอุทิศ","01/07/2565 19:05","0.5","1.0","1.0","1.0","1.0","1.0","1.0","1.0","ดูข้อมูล"
"RF.TKU.02","ทุ่งครุ","ปตร.คลองรางจาก-ถ.ประชาอุทิศ","01/07/2565 19:10","1.5","2.0","2.5","2.5","2.5","2.5","2.5","2.5","ดูข้อมูล"
"RF.TKU.02","ทุ่งครุ","ปตร.คลองรางจาก-ถ.ประชาอุทิศ","01/07/2565 19:35","0.5","0.5","2.0","3.0","3.0","3.0","3.0","3.0","ดูข้อมูล"
"RF.TKU.02","ทุ่งครุ","ปตร.คลองรางจาก-ถ.ประชาอุทิศ","01/07/2565 20:55","0.5","0.5","0.5","0.5","3.5","3.5","3.5","3.5","ดูข้อมูล"
"RF.TKU.02","ทุ่งครุ","ปตร.คลองรางจาก-ถ.ประชาอุทิศ","01/07/2565 21:50","0.5","0.5","0.5","1.0","4.0","4.0","4.0","4.0","ดูข้อมูล"
"RF.TKU.02","ทุ่งครุ","ปตร.คลองรางจาก-ถ.ประชาอุทิศ","01/08/2565 11:10","1.0","1.0","1.0","1.0","1.0","1.0","1.0","4.5","ดูข้อมูล"
"RF.TKU.02","ทุ่งครุ","ปตร.คลองรางจาก-ถ.ประชาอุทิศ","01/08/2565 11:15","0.5","1.5","1.5","1.5","1.5","1.5","1.5","5.0","ดูข้อมูล"
"RF.TKU.02","ทุ่งครุ","ปตร.คลองรางจาก-ถ.ประชาอุทิศ","01/08/2565 11:20","4.5","6.0","6.0","6.0","6.0","6.0","6.0","9.5","ดูข้อมูล"
"RF.TKU.02","ทุ่งครุ","ปตร.คลองรางจาก-ถ.ประชาอุทิศ","01/08/2565 11:25","5.0","10.0","11.0","11.0","11.0","11.0","11.0","14.5","ดูข้อมูล"
"RF.TKU.02","ทุ่งครุ","ปตร.คลองรางจาก-ถ.ประชาอุทิศ","01/08/2565 11:30","0.5","10.0","11.5","11.5","11.5","11.5","11.5","15.0","ดูข้อมูล"
"RF.TKU.02","ทุ่งครุ","ปตร.คลองรางจาก-ถ.ประชาอุทิศ","01/08/2565 11:35","0.5","6.0","12.0","12.0","12.0","12.0","12.0","15.5","ดูข้อมูล"
"RF.TKU.02","ทุ่งครุ","ปตร.คลองรางจาก-ถ.ประชาอุทิศ","01/08/2565 12:20","0.5","0.5","0.5","6.5","12.5","12.5","12.5","16.0","ดูข้อมูล"
"RF.TKU.02","ทุ่งครุ","ปตร.คลองรางจาก-ถ.ประชาอุทิศ","01/08/2565 12:25","7.5","8.0","8.0","9.0","20.0","20.0","20.0","23.5","ดูข้อมูล"
"RF.TKU.02","ทุ่งครุ","ปตร.คลองรางจาก-ถ.ประชาอุทิศ","01/08/2565 12:30","6.5","14.5","14.5","15.0","26.5","26.5","26.5","30.0","ดูข้อมูล"
"RF.TKU.02","ทุ่งครุ","ปตร.คลองรางจาก-ถ.ประชาอุทิศ","01/08/2565 12:35","6.0","20.0","20.5","20.5","32.5","32.5","32.5","36.0","ดูข้อมูล"
"RF.TKU.02","ทุ่งครุ","ปตร.คลองรางจาก-ถ.ประชาอุทิศ","01/08/2565 12:40","2.5","15.0","23.0","23.0","35.0","35.0","35.0","38.5","ดูข้อมูล"
"RF.TKU.02","ทุ่งครุ","ปตร.คลองรางจาก-ถ.ประชาอุทิศ","01/08/2565 12:45","1.0","9.5","24.0","24.0","36.0","36.0","36.0","39.5","ดูข้อมูล"
"RF.TKU.02","ทุ่งครุ","ปตร.คลองรางจาก-ถ.ประชาอุทิศ","01/08/2565 12:50","1.5","5.0","25.0","25.5","37.5","37.5","37.5","41.0","ดูข้อมูล"
"RF.TKU.02","ทุ่งครุ","ปตร.คลองรางจาก-ถ.ประชาอุทิศ","01/08/2565 12:55","1.0","3.5","18.5","26.5","38.5","38.5","38.5","42.0","ดูข้อมูล"
"RF.TKU.02","ทุ่งครุ","ปตร.คลองรางจาก-ถ.ประชาอุทิศ","01/08/2565 13:00","0.5","3.0","12.5","27.0","39.0","39.0","39.0","42.5","ดูข้อมูล"
"RF.TKU.02","ทุ่งครุ","ปตร.คลองรางจาก-ถ.ประชาอุทิศ","01/08/2565 13:05","0.5","2.0","7.0","27.5","39.5","39.5","39.5","43.0","ดูข้อมูล"
"RF.TKU.02","ทุ่งครุ","ปตร.คลองรางจาก-ถ.ประชาอุทิศ","01/08/2565 13:10","0.5","1.5","5.0","28.0","40.0","40.0","40.0","43.5","ดูข้อมูล"
"RF.TKU.02","ทุ่งครุ","ปตร.คลองรางจาก-ถ.ประชาอุทิศ","01/08/2565 13:20","0.5","1.0","3.0","28.0","40.5","40.5","40.5","44.0","ดูข้อมูล"
"RF.TKU.02","ทุ่งครุ","ปตร.คลองรางจาก-ถ.ประชาอุทิศ","01/08/2565 14:00","0.5","0.5","0.5","2.0","41.0","41.0","41.0","44.5","ดูข้อมูล"
"RF.TKU.02","ทุ่งครุ","ปตร.คลองรางจาก-ถ.ประชาอุทิศ","01/08/2565 20:30","0.5","0.5","0.5","0.5","0.5","0.5","41.5","43.0","ดูข้อมูล"
"RF.TKU.02","ทุ่งครุ","ปตร.คลองรางจาก-ถ.ประชาอุทิศ","01/08/2565 21:35","0.5","0.5","0.5","0.5","1.0","1.0","42.0","42.5","ดูข้อมูล"
"RF.TKU.02","ทุ่งครุ","ปตร.คลองรางจาก-ถ.ประชาอุทิศ","01/08/2565 21:45","3.0","3.5","3.5","3.5","4.0","4.0","45.0","45.5","ดูข้อมูล"
"RF.TKU.02","ทุ่งครุ","ปตร.คลองรางจาก-ถ.ประชาอุทิศ","01/08/2565 21:50","1.0","4.0","4.5","4.5","5.0","5.0","46.0","46.5","ดูข้อมูล"
"RF.TKU.02","ทุ่งครุ","ปตร.คลองรางจาก-ถ.ประชาอุทิศ","01/08/2565 22:10","0.5","0.5","4.5","5.0","5.5","5.5","46.5","47.0","ดูข้อมูล"
"RF.TKU.02","ทุ่งครุ","ปตร.คลองรางจาก-ถ.ประชาอุทิศ","01/08/2565 22:15","0.5","1.0","2.0","5.5","6.0","6.0","47.0","47.5","ดูข้อมูล"
"RF.TKU.02","ทุ่งครุ","ปตร.คลองรางจาก-ถ.ประชาอุทิศ","01/08/2565 22:20","5.0","6.0","6.0","10.5","11.0","11.0","52.0","52.5","ดูข้อมูล"
"RF.TKU.02","ทุ่งครุ","ปตร.คลองรางจาก-ถ.ประชาอุทิศ","01/08/2565 22:25","4.0","9.5","10.0","14.5","15.0","15.0","56.0","56.5","ดูข้อมูล"
"RF.TKU.02","ทุ่งครุ","ปตร.คลองรางจาก-ถ.ประชาอุทิศ","01/08/2565 22:30","2.0","11.0","12.0","16.5","17.0","17.0","58.0","58.5","ดูข้อมูล"
"RF.TKU.02","ทุ่งครุ","ปตร.คลองรางจาก-ถ.ประชาอุทิศ","01/08/2565 22:35","1.0","7.0","13.0","17.0","18.0","18.0","59.0","59.5","ดูข้อมูล"
"RF.TKU.02","ทุ่งครุ","ปตร.คลองรางจาก-ถ.ประชาอุทิศ","01/08/2565 22:40","1.0","4.0","13.5","18.0","19.0","19.0","60.0","60.5","ดูข้อมูล"
"RF.TKU.02","ทุ่งครุ","ปตร.คลองรางจาก-ถ.ประชาอุทิศ","01/08/2565 22:45","0.5","2.5","13.5","15.5","19.5","19.5","60.5","61.0","ดูข้อมูล"
"RF.TKU.02","ทุ่งครุ","ปตร.คลองรางจาก-ถ.ประชาอุทิศ","01/08/2565 22:50","0.5","2.0","9.0","15.0","20.0","20.0","61.0","61.5","ดูข้อมูล"
"RF.TKU.02","ทุ่งครุ","ปตร.คลองรางจาก-ถ.ประชาอุทิศ","01/08/2565 23:15","1.0","1.0","1.5","15.0","21.0","21.0","60.5","62.0","ดูข้อมูล"
"RF.TKU.02","ทุ่งครุ","ปตร.คลองรางจาก-ถ.ประชาอุทิศ","01/08/2565 23:20","1.5","2.5","2.5","11.5","22.5","22.5","57.5","63.5","ดูข้อมูล"
"RF.TKU.02","ทุ่งครุ","ปตร.คลองรางจาก-ถ.ประชาอุทิศ","01/08/2565 23:25","0.5","3.0","3.0","8.0","23.0","23.0","53.0","64.0","ดูข้อมูล"
"RF.TKU.02","ทุ่งครุ","ปตร.คลองรางจาก-ถ.ประชาอุทิศ","01/08/2565 23:30","1.0","3.0","4.0","7.0","23.5","24.0","53.5","65.0","ดูข้อมูล"
"RF.TKU.02","ทุ่งครุ","ปตร.คลองรางจาก-ถ.ประชาอุทิศ","01/08/2565 23:35","0.5","2.0","4.5","6.5","24.0","24.5","53.5","65.5","ดูข้อมูล"
"RF.TKU.02","ทุ่งครุ","ปตร.คลองรางจาก-ถ.ประชาอุทิศ","01/08/2565 23:40","0.5","2.0","5.0","6.0","24.5","25.0","54.0","66.0","ดูข้อมูล"
"RF.TKU.02","ทุ่งครุ","ปตร.คลองรางจาก-ถ.ประชาอุทิศ","01/08/2565 23:55","0.5","0.5","2.5","5.5","25.0","25.5","54.5","66.5","ดูข้อมูล"
"RF.TKU.02","ทุ่งครุ","ปตร.คลองรางจาก-ถ.ประชาอุทิศ","01/10/2565 23:20","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","ดูข้อมูล"
"RF.TKU.02","ทุ่งครุ","ปตร.คลองรางจาก-ถ.ประชาอุทิศ","01/10/2565 23:25","3.5","5.0","5.0","5.0","5.0","5.0","5.0","5.0","ดูข้อมูล"
"RF.TKU.02","ทุ่งครุ","ปตร.คลองรางจาก-ถ.ประชาอุทิศ","01/10/2565 23:30","4.0","9.0","9.0","9.0","9.0","9.0","9.0","9.0","ดูข้อมูล"
"RF.TKU.02","ทุ่งครุ","ปตร.คลองรางจาก-ถ.ประชาอุทิศ","01/10/2565 23:35","4.0","11.5","13.0","13.0","13.0","13.0","13.0","13.0","ดูข้อมูล"
"RF.TKU.02","ทุ่งครุ","ปตร.คลองรางจาก-ถ.ประชาอุทิศ","01/10/2565 23:40","2.5","10.5","15.5","15.5","15.5","15.5","15.5","15.5","ดูข้อมูล"
"RF.TKU.02","ทุ่งครุ","ปตร.คลองรางจาก-ถ.ประชาอุทิศ","01/10/2565 23:45","0.5","7.0","16.0","16.0","16.0","16.0","16.0","16.0","ดูข้อมูล"
"RF.TKU.02","ทุ่งครุ","ปตร.คลองรางจาก-ถ.ประชาอุทิศ","01/10/2565 23:50","0.5","3.5","15.0","16.5","16.5","16.5","16.5","16.5","ดูข้อมูล"
